date,count
2018-01,24
2018-02,40
2018-03,12
2018-04,3
2018-05,34
2018-06,6
2018-07,5
2018-08,14
2018-09,16
2018-10,10
2018-11,9
2018-12,4
2019-01,11
2019-02,5
2019-03,3
2019-04,15
2019-05,11
2019-06,5
2019-07,3
2019-08,18
2019-09,13
2019-10,12
2019-11,18
2019-12,13
2020-01,15
2020-02,4
2020-03,7
